;article_name;country;region;revision_id;article_quality;population
11332;Ntumba Luaba;Congo, Dem. Rep. of;;705723187.0;Stub;
11333;Myra Ndjoku Manianga;Congo, Dem. Rep. of;;705723441.0;Stub;
11334;André-Philippe Futa;Congo, Dem. Rep. of;;708009445.0;Start;
11335;Gérard Gifuza;Congo, Dem. Rep. of;;708358969.0;Stub;
11336;Koloso Sumaili;Congo, Dem. Rep. of;;708359204.0;Stub;
11337;Célestin Cibalonza Byaterana;Congo, Dem. Rep. of;;713195149.0;Stub;
11338;Emmanuel Leku Apuobo;Congo, Dem. Rep. of;;713198718.0;Stub;
11339;Kisula Ngoy;Congo, Dem. Rep. of;;713583472.0;Stub;
11340;Jean Collins Musonda Kalusambo;Congo, Dem. Rep. of;;714150941.0;Stub;
11341;Denis Kalume Numbi;Congo, Dem. Rep. of;;714220527.0;Start;
11342;Delphin Kyubwa;Congo, Dem. Rep. of;;718961623.0;Stub;
11343;Sylvain Ngabu Chumbu;Congo, Dem. Rep. of;;720858135.0;Start;
11344;José Endundo Bononge;Congo, Dem. Rep. of;;721206007.0;Stub;
11345;Richard Muyej Mangez;Congo, Dem. Rep. of;;723913158.0;Stub;
11346;Sébastien Impeto Pengo;Congo, Dem. Rep. of;;725141090.0;Stub;
11347;Clovis Kabongo Malemba;Congo, Dem. Rep. of;;733051797.0;Stub;
11348;François Nicéphore Kakese;Congo, Dem. Rep. of;;737533634.0;Stub;
11349;Raymond Ramazani Baya;Congo, Dem. Rep. of;;742707920.0;Stub;
11350;Mulumba Lukoji;Congo, Dem. Rep. of;;743061455.0;Stub;
11351;Alexandre Luba Ntambo;Congo, Dem. Rep. of;;749397818.0;Stub;
11352;Oscar Kashala;Congo, Dem. Rep. of;;749419078.0;Start;
11353;Jean-Marie Runiga Lugerero;Congo, Dem. Rep. of;;750725157.0;Stub;
11354;Christian Malanga;Congo, Dem. Rep. of;;751152656.0;C;
11355;Faustin Birindwa;Congo, Dem. Rep. of;;751361476.0;Stub;
11356;Chikez Diemu;Congo, Dem. Rep. of;;753704394.0;Stub;
11357;Minister of Foreign Affairs (Democratic Republic of the Congo);Congo, Dem. Rep. of;;754344309.0;Start;
11358;Edouard Kiove Kola;Congo, Dem. Rep. of;;756510063.0;Stub;
11359;Daniel Mukoko Samba;Congo, Dem. Rep. of;;757821887.0;Stub;
11360;Dolly Makambo Nawezi;Congo, Dem. Rep. of;;763323939.0;Stub;
11361;Germain Kambinga;Congo, Dem. Rep. of;;763943185.0;Stub;
11362;Richard Ndambu Wolang;Congo, Dem. Rep. of;;764771546.0;Stub;
11363;Simon Mbatshi Batshia;Congo, Dem. Rep. of;;764771615.0;C;
11364;José Makila Sumanda;Congo, Dem. Rep. of;;764771652.0;Stub;
11365;Trésor Kapuku Ngoy;Congo, Dem. Rep. of;;764771697.0;Stub;
11366;Charles Mwando Simba;Congo, Dem. Rep. of;;764791046.0;Stub;
11367;Jules Fontaine Sambwa;Congo, Dem. Rep. of;;765570258.0;Start;
11368;Mabi Mulumba;Congo, Dem. Rep. of;;765799138.0;Stub;
11369;N'Singa Udjuu;Congo, Dem. Rep. of;;765799213.0;Stub;
11370;Sultani Makenga;Congo, Dem. Rep. of;;765834828.0;Stub;
11371;Josué Alex Mukendi;Congo, Dem. Rep. of;;765871730.0;Stub;
11372;Raymond Tshibanda;Congo, Dem. Rep. of;;765923988.0;Start;
11373;Banza Mukalay;Congo, Dem. Rep. of;;765924619.0;Start;
11374;Évariste Boshab;Congo, Dem. Rep. of;;765925554.0;Stub;
11375;Marie-Ange Mushobekwa;Congo, Dem. Rep. of;;766647953.0;Stub;
11376;Jean Andeka;Congo, Dem. Rep. of;;768228272.0;Stub;
11377;Aimé Ngoy Mukena;Congo, Dem. Rep. of;;768670214.0;C;
11378;Aimé Boji;Congo, Dem. Rep. of;;772045942.0;Stub;
11379;Léonard Mulamba;Congo, Dem. Rep. of;;772317052.0;Start;
11380;Noel K Tshiani Muadiamvita;Congo, Dem. Rep. of;;772818039.0;C;
11381;Kasongo Ilunga;Congo, Dem. Rep. of;;774263410.0;Start;
11382;Pierre Lumbi Okongo;Congo, Dem. Rep. of;;774679596.0;Start;
11383;Jeannette Kavira Mapera;Congo, Dem. Rep. of;;776372644.0;Stub;
11384;Vice-Presidents of the Democratic Republic of the Congo;Congo, Dem. Rep. of;;780035740.0;Stub;
11385;Odilon Kafitwe wa pa Bowa;Congo, Dem. Rep. of;;780757242.0;Start;
11386;Louis Alphonse Koyagialo;Congo, Dem. Rep. of;;782350026.0;Start;
11387;Luzolo Bambi Lessa;Congo, Dem. Rep. of;;782618365.0;Start;
11388;Jonas Mukamba Kadiata Nzemba;Congo, Dem. Rep. of;;782825984.0;Start;
11389;Arthur Z'ahidi Ngoma;Congo, Dem. Rep. of;;783354232.0;Stub;
11390;Emile Mota;Congo, Dem. Rep. of;;784182810.0;Start;
11391;Lambert Mende Omalanga;Congo, Dem. Rep. of;;786579616.0;Stub;
11392;Justine Kasa-Vubu;Congo, Dem. Rep. of;;786751925.0;Start;
11393;Cléophas Kamitatu;Congo, Dem. Rep. of;;786874201.0;C;
11394;Jean Nguza Karl-i-Bond;Congo, Dem. Rep. of;;787378464.0;Start;
11395;Adam Bombolé;Congo, Dem. Rep. of;;787602247.0;Stub;
11396;Adolphe Lumanu;Congo, Dem. Rep. of;;787715913.0;Stub;
11397;Adolphe Muzito cabinet;Congo, Dem. Rep. of;;787716080.0;Start;
11398;Justin Marie Bomboko;Congo, Dem. Rep. of;;787797355.0;Start;
11399;Christian Atoki Ileka;Congo, Dem. Rep. of;;787978838.0;Stub;
11400;Paul Joseph Mukungubila Mutombo;Congo, Dem. Rep. of;;788024194.0;C;
11401;Ferdinand Essandja;Congo, Dem. Rep. of;;788054013.0;Stub;
11402;Martin Kabwelulu;Congo, Dem. Rep. of;;788465848.0;Start;
11403;Antipas Mbusa;Congo, Dem. Rep. of;;789437538.0;Start;
11404;Laurent Mbariko;Congo, Dem. Rep. of;;789487250.0;Start;
11405;Union of Congolese Patriots;Congo, Dem. Rep. of;;789898887.0;Start;
11406;Azarias Ruberwa;Congo, Dem. Rep. of;;790305725.0;Start;
11407;Banyingela Kasonga;Congo, Dem. Rep. of;;790586686.0;Start;
11408;Anicet Kashamura;Congo, Dem. Rep. of;;790738130.0;Stub;
11409;Sophie Kanza;Congo, Dem. Rep. of;;790942655.0;Start;
11410;Bertrand Bisimwa;Congo, Dem. Rep. of;;791074307.0;Stub;
11411;Charles Kisolokele;Congo, Dem. Rep. of;;792037043.0;Start;
11412;Antoine Ghonda;Congo, Dem. Rep. of;;793411567.0;Start;
11413;Abdoulaye Yerodia Ndombasi;Congo, Dem. Rep. of;;794072384.0;Start;
11414;Paul Bolya;Congo, Dem. Rep. of;;794134715.0;Start;
11415;Freddy Matungulu;Congo, Dem. Rep. of;;796099032.0;C;
11416;Emmanuel Dungia;Congo, Dem. Rep. of;;797348410.0;C;
11417;Munga Mibindo;Congo, Dem. Rep. of;;797435100.0;Stub;
11418;Eric Lenge;Congo, Dem. Rep. of;;797446004.0;Start;
11419;Guy-Patrice Lumumba;Congo, Dem. Rep. of;;798185563.0;Stub;
11420;Joseph Kabila;Congo, Dem. Rep. of;;798455633.0;GA;
11421;Kavidi Wivine N'Landu;Congo, Dem. Rep. of;;798489264.0;Stub;
11422;Jeannot Bemba Saolona;Congo, Dem. Rep. of;;798859637.0;Stub;
11423;Medard Mulangala;Congo, Dem. Rep. of;;798948484.0;C;
11424;Mpinga Kasenda;Congo, Dem. Rep. of;;799044574.0;Stub;
11425;Fernand Kazadi;Congo, Dem. Rep. of;;799328311.0;Start;
11426;Antoine-Roger Bolamba;Congo, Dem. Rep. of;;799328685.0;Stub;
11427;Odette Babandoa Etoa;Congo, Dem. Rep. of;;799331221.0;Start;
11428;Monique Mukuna Mutombo;Congo, Dem. Rep. of;;799533831.0;Start;
11429;Ekila Liyonda;Congo, Dem. Rep. of;;799913697.0;Start;
11430;Augustin Matata Ponyo;Congo, Dem. Rep. of;;799930121.0;Start;
11431;Nkulu Mitumba Kilombo;Congo, Dem. Rep. of;;800087105.0;Stub;
11432;Laurent Nkunda;Congo, Dem. Rep. of;;800298783.0;C;
11433;Christophe Gbenye;Congo, Dem. Rep. of;;800537411.0;Start;
11434;Minister of Defence (Democratic Republic of the Congo);Congo, Dem. Rep. of;;801107444.0;Start;
11435;Moïse Tshombe;Congo, Dem. Rep. of;;801110165.0;C;
11436;Godefroid Munongo;Congo, Dem. Rep. of;;801112469.0;Start;
11437;Thomas Kanza;Congo, Dem. Rep. of;;801348128.0;GA;
11438;Joseph Okito;Congo, Dem. Rep. of;;801770255.0;Start;
11439;President of the Democratic Republic of the Congo;Congo, Dem. Rep. of;;801936063.0;C;
11440;Alexis Thambwe Mwamba;Congo, Dem. Rep. of;;801968131.0;Start;
11441;Alphonse Songolo;Congo, Dem. Rep. of;;802154801.0;C;
11442;List of heads of state of the Democratic Republic of the Congo;Congo, Dem. Rep. of;;802197658.0;Start;
11443;Jules Mutebusi;Congo, Dem. Rep. of;;802411491.0;Start;
11444;Pierre Mulele;Congo, Dem. Rep. of;;803335436.0;C;
11445;Kasongo Munganga;Congo, Dem. Rep. of;;803421580.0;C;
11446;Joseph Kasa-Vubu;Congo, Dem. Rep. of;;804197745.0;GA;
11447;Frédéric Kibassa Maliba;Congo, Dem. Rep. of;;804359582.0;GA;
11448;Tabu Ley Rochereau;Congo, Dem. Rep. of;;804587534.0;GA;
11449;Leonard Mashako Mamba;Congo, Dem. Rep. of;;804709167.0;Stub;
11450;Franck Mwe di Malila;Congo, Dem. Rep. of;;804943836.0;C;
11451;Mobutu Sese Seko;Congo, Dem. Rep. of;;805038023.0;B;
11452;Maurice Mpolo;Congo, Dem. Rep. of;;805086693.0;C;
11453;Georges Minsay Booka;Congo, Dem. Rep. of;;805279692.0;Start;
11454;Germain Katanga;Congo, Dem. Rep. of;;805368981.0;GA;
11455;Daniel Kanza;Congo, Dem. Rep. of;;805523382.0;Start;
11456;Gilbert Pongo;Congo, Dem. Rep. of;;805835265.0;C;
11457;Laurent-Désiré Kabila;Congo, Dem. Rep. of;;805923394.0;C;
11458;Prospère Mushobekwa;Congo, Dem. Rep. of;;806071312.0;Stub;
11459;Eugène Serufuli Ngayabaseka;Congo, Dem. Rep. of;;806189185.0;Start;
11460;Julien Paluku Kahongya;Congo, Dem. Rep. of;;806189633.0;C;
11461;List of mayors of Goma;Congo, Dem. Rep. of;;806372703.0;Stub;
11462;Victor Nendaka Bika;Congo, Dem. Rep. of;;806383479.0;Start;
11463;Antoine Gizenga cabinet;Congo, Dem. Rep. of;;806524828.0;Start;
11464;André Lubaya;Congo, Dem. Rep. of;;806545614.0;Start;
11465;Jean-Chrysostome Werengemere;Congo, Dem. Rep. of;;806947596.0;C;
11466;Jean-Pierre Bemba;Congo, Dem. Rep. of;;807193274.0;GA;
11467;Jason Sendwe;Congo, Dem. Rep. of;;807243537.0;C;
11468;Gérard Kamanda wa Kamanda;Congo, Dem. Rep. of;;807258156.0;Stub;
11469;Patrice Lumumba;Congo, Dem. Rep. of;;807273861.0;FA;
17700;List of members of the parliament of East Timor, 2001–07;East Timorese;;638566016.0;Start;
17701;José Abel;East Timorese;;699698855.0;Stub;
17702;Rogerio Lobato;East Timorese;;712249441.0;Start;
17703;Manuel Magalhaes de Oliveira;East Timorese;;720011934.0;Stub;
17704;João Viegas Carrascalão;East Timorese;;737687072.0;Start;
17705;Manuel Carrascalão;East Timorese;;753061850.0;Stub;
17706;Adalgisa Magno Guterres;East Timorese;;755908563.0;Stub;
17707;María do Céu;East Timorese;;755908564.0;Start;
17708;Ana Pessoa Pinto;East Timorese;;757539934.0;Stub;
17709;Rosa Bonaparte;East Timorese;;760534473.0;Stub;
17710;Fernanda Borges;East Timorese;;765600414.0;Stub;
17711;Nicolau dos Reis Lobato;East Timorese;;772890380.0;Stub;
17712;Adalgisa Ximenes;East Timorese;;779579546.0;Stub;
17713;Milena Pires;East Timorese;;788017619.0;Start;
17714;Alfredo Pires;East Timorese;;788450147.0;Stub;
17715;Mário Viegas Carrascalão;East Timorese;;793270640.0;B;
17716;José Abílio Osório Soares;East Timorese;;793454583.0;Start;
17717;Roque Rodrigues;East Timorese;;796722416.0;Stub;
17718;Avelino Coelho da Silva;East Timorese;;796886084.0;Stub;
17719;Manuel Tilman;East Timorese;;797040695.0;Stub;
17720;Isabel da Costa Ferreira;East Timorese;;797279277.0;C;
17721;Emília Pires;East Timorese;;797438594.0;C;
17722;Xanana Gusmão;East Timorese;;798242613.0;C;
17723;José Luís Guterres;East Timorese;;798334210.0;Start;
17724;Arsénio Bano;East Timorese;;798969127.0;Stub;
17725;Nino Konis Santana;East Timorese;;799059687.0;Stub;
17726;President of East Timor;East Timorese;;799570306.0;Start;
17727;Estanislau da Silva;East Timorese;;802072802.0;C;
17728;José Ramos-Horta;East Timorese;;802765398.0;C;
17729;Fernando de Araújo (East Timorese politician);East Timorese;;803043434.0;C;
17730;Taur Matan Ruak;East Timorese;;803615826.0;C;
17731;Lúcia Lobato;East Timorese;;803664269.0;Start;
17732;Francisco Xavier do Amaral;East Timorese;;803969836.0;C;
17733;Vicente Guterres;East Timorese;;804966906.0;Start;
17734;Rui Maria de Araújo;East Timorese;;805183458.0;Start;
17735;Francisco Guterres;East Timorese;;806140876.0;Start;
20160;List of members of the Løgting, 1974–78;Faroese;;643932216.0;Start;
20161;List of members of the Løgting, 1978–80;Faroese;;643932220.0;Start;
20162;List of members of the Løgting, 1980–84;Faroese;;643932225.0;Start;
20163;List of members of the Løgting, 1984–88;Faroese;;643932226.0;Start;
20164;List of members of the Løgting, 1990–94;Faroese;;643932239.0;Start;
20165;List of members of the Løgting, 1994–98;Faroese;;643932242.0;Start;
20166;List of members of the Løgting, 1998–2002;Faroese;;698865505.0;Start;
20167;Tórbjørn Poulsen;Faroese;;700400143.0;Stub;
20168;Demmus Hentze;Faroese;;701771698.0;Start;
20169;Andrias Christian Evensen;Faroese;;714088539.0;Start;
20170;Hákun Djurhuus;Faroese;;715330944.0;Stub;
20171;Jógvan Justinusson;Faroese;;715490721.0;Stub;
20172;Andrass Samuelsen;Faroese;;716137698.0;Stub;
20173;Álvur Kirke;Faroese;;721938213.0;Stub;
20174;Rikard Long;Faroese;;722336332.0;Start;
20175;Sigurð Joensen;Faroese;;722336979.0;Start;
20176;Jógvan Poulsen (1854–1941);Faroese;;722590461.0;Start;
20177;Jacob Vestergaard;Faroese;;724674137.0;Start;
20178;Johan Simonsen;Faroese;;725030656.0;Stub;
20179;Kári P. Højgaard;Faroese;;725288194.0;Start;
20180;Kristin Michelsen;Faroese;;729422866.0;C;
20181;Lisbeth L. Petersen;Faroese;;734668075.0;Start;
20182;Símun av Skarði;Faroese;;735578210.0;Stub;
20183;Finnbogi Ísakson;Faroese;;748477895.0;Start;
20184;List of members of the Løgting, 1988–90;Faroese;;750074079.0;Start;
20185;Brandur Sandoy;Faroese;;750167873.0;Start;
20186;List of members of the Løgting, 2015–19;Faroese;;754952121.0;Start;
20187;List of members of the Løgting, 2011–15;Faroese;;754952298.0;Start;
20188;List of members of the Løgting, 2008–11;Faroese;;754952557.0;Start;
20189;List of members of the Løgting, 2004–08;Faroese;;754952620.0;Start;
20190;List of members of the Løgting, 2002–04;Faroese;;754952690.0;Start;
20191;Bárður á Steig Nielsen;Faroese;;756602743.0;Start;
20192;Edmund Joensen;Faroese;;756654638.0;Stub;
20193;Jørgen Niclasen;Faroese;;756654880.0;Stub;
20194;Jóannes Eidesgaard;Faroese;;765947137.0;Start;
20195;Jógvan á Lakjuni;Faroese;;765947416.0;Start;
20196;Anfinn Kallsberg;Faroese;;773895078.0;Start;
20197;Kaj Leo Johannesen;Faroese;;780361487.0;Start;
20198;Rigmor Dam;Faroese;;780543271.0;Start;
20199;Hanna Jensen;Faroese;;780543417.0;Start;
20200;Sonja Jógvansdóttir;Faroese;;780543635.0;Start;
20201;Karin Kjølbro;Faroese;;780543692.0;Start;
20202;Jóannes Patursson;Faroese;;781915668.0;Start;
20203;Erlendur Patursson;Faroese;;784440060.0;Start;
20204;Niels Winther Poulsen;Faroese;;789029085.0;Stub;
20205;Bjørt Samuelsen;Faroese;;789306157.0;Start;
20206;Jenis av Rana;Faroese;;789307497.0;Start;
20207;Heðin Mortensen;Faroese;;789307569.0;Start;
20208;Rasmus Effersøe;Faroese;;789307632.0;Start;
20209;Trygvi Samuelsen;Faroese;;789308387.0;Start;
20210;Eilif Samuelsen;Faroese;;789308554.0;Stub;
20211;Jógvan Skorheim;Faroese;;789310556.0;Start;
20212;Louis Zachariasen;Faroese;;789708924.0;Start;
20213;Annika Olsen;Faroese;;792595685.0;Start;
20214;Páll á Reynatúgvu;Faroese;;793276089.0;Start;
20215;Atli Dam;Faroese;;793277402.0;Start;
20216;Henrik Old;Faroese;;793353435.0;Start;
20217;Marita Petersen;Faroese;;793394960.0;Start;
20218;Pauli Ellefsen;Faroese;;796170338.0;Start;
20219;Rasmus Rasmussen (writer);Faroese;;796170437.0;C;
20220;Peter Mohr Dam;Faroese;;797450160.0;Stub;
20221;Knút Wang;Faroese;;797493287.0;Start;
20222;Sjúrður Skaale;Faroese;;797493405.0;C;
20223;Høgni Hoydal;Faroese;;800723683.0;Start;
20224;Kristina Háfoss;Faroese;;801638146.0;Start;
20225;Sirið Stenberg;Faroese;;802476681.0;Start;
20226;Eyðgunn Samuelsen;Faroese;;802515495.0;Start;
20227;Edva Jacobsen;Faroese;;802925425.0;Stub;
20228;Aksel V. Johannesen;Faroese;;803145744.0;Start;
20229;Djóni í Geil;Faroese;;803656387.0;Start;
20230;Elsebeth Mercedis Gunnleygsdóttur;Faroese;;804422035.0;Stub;
20231;Annita á Fríðriksmørk;Faroese;;806011231.0;Start;
20232;Katrin Kallsberg;Faroese;;806909915.0;Start;
20233;H. C .W. Tórgarð;Faroese;;807297374.0;Start;
22537;James Bisset (mayor);Cape Colony;;647367482.0;Start;
22538;Augustus Joseph Tancred;Cape Colony;;651250302.0;Stub;
22539;Johan Conrad Silberbauer;Cape Colony;;653467222.0;Stub;
22540;James Cotterell Hoole;Cape Colony;;666596918.0;Stub;
22541;Patrick Goold;Cape Colony;;670210734.0;Start;
22542;Andries Botha;Cape Colony;;676828191.0;B;
22543;Charles William Hutton;Cape Colony;;680205631.0;C;
22544;John Blades Currey;Cape Colony;;693624260.0;Stub;
22545;Joseph Orpen;Cape Colony;;715016315.0;C;
22546;Klaas Afrikaner;Cape Colony;;718462130.0;Stub;
22547;Christian Groepe;Cape Colony;;723563811.0;B;
22548;William Hume (Cape politician);Cape Colony;;724976433.0;Start;
22549;James Sivewright;Cape Colony;;731817397.0;C;
22550;William Downes Griffith;Cape Colony;;731908828.0;Start;
22551;John Sweet Distin;Cape Colony;;737348283.0;Start;
22552;John Thomas Eustace;Cape Colony;;746923352.0;C;
22553;Jeremias Ziervogel;Cape Colony;;750299694.0;Start;
22554;Henry Latham Currey;Cape Colony;;757832561.0;Start;
22555;Henry Juta;Cape Colony;;765333482.0;Stub;
22556;Simeon Jacobs;Cape Colony;;767856232.0;C;
22557;William Schreiner;Cape Colony;;771024710.0;Start;
22558;George Strahan;Cape Colony;;775481498.0;Start;
22559;John Bardwell Ebden;Cape Colony;;776725178.0;Start;
22560;Jan Hendrik Hofmeyr (Onze Jan);Cape Colony;;779046359.0;C;
22561;Charles Abercrombie Smith;Cape Colony;;783249147.0;C;
22562;Charles Brownlee;Cape Colony;;783250295.0;C;
22563;George Cathcart;Cape Colony;;784693349.0;Start;
22564;Henry Torrens;Cape Colony;;784726341.0;Start;
22565;Frederick Schermbrucker;Cape Colony;;784765242.0;Start;
22566;Richard Solomon (Attorney General);Cape Colony;;784829553.0;Start;
22567;Walter Hely-Hutchinson;Cape Colony;;784862369.0;Start;
22568;Henry White (Cape Treasurer General);Cape Colony;;785566972.0;C;
22569;Jacobus Wilhelmus Sauer;Cape Colony;;786142993.0;C;
22570;Charles Lennox Stretch;Cape Colony;;786803200.0;Start;
22571;John Tengo Jabavu;Cape Colony;;786916027.0;Start;
22572;Philip John Stigant;Cape Colony;;786972727.0;Start;
22573;Henry Pottinger;Cape Colony;;787552653.0;C;
22574;Thomas Charles Scanlen;Cape Colony;;788098639.0;C;
22575;Saul Solomon;Cape Colony;;788361321.0;C;
22576;Thomas Upington;Cape Colony;;788717893.0;C;
22577;Andries Stockenström (judge);Cape Colony;;789120101.0;C;
22578;Robert Wynyard;Cape Colony;;789258720.0;C;
22579;John de Villiers, 1st Baron de Villiers;Cape Colony;;789675927.0;C;
22580;Philip Edmond Wodehouse;Cape Colony;;792178662.0;C;
22581;Charles Aken Fairbridge;Cape Colony;;793643575.0;Stub;
22582;William Howley Goodenough;Cape Colony;;794193433.0;Start;
22583;George Thomas Napier;Cape Colony;;794346758.0;Start;
22584;William Butler (British Army officer);Cape Colony;;794705198.0;C;
22585;Sir George Yonge, 5th Baronet;Cape Colony;;795625420.0;C;
22586;Christoffel Brand;Cape Colony;;796352977.0;C;
22587;Henry Barkly;Cape Colony;;796646347.0;C;
22588;Lord Charles Somerset;Cape Colony;;797029963.0;Start;
22589;Benjamin D'Urban;Cape Colony;;797735815.0;C;
22590;John Charles Molteno;Cape Colony;;797978795.0;C;
22591;George Macartney, 1st Earl Macartney;Cape Colony;;798165649.0;C;
22592;William Porter (Attorney General);Cape Colony;;798383131.0;C;
22593;David Tennant (politician);Cape Colony;;798742813.0;C;
22594;Andries Stockenström;Cape Colony;;799373837.0;B;
22595;Sir Harry Smith, 1st Baronet;Cape Colony;;799472552.0;C;
22596;Charles Henry Darling;Cape Colony;;800159179.0;Start;
22597;John Paterson (Cape politician);Cape Colony;;800767317.0;C;
22598;John X. Merriman;Cape Colony;;801351302.0;C;
22599;Mpilo Walter Benson Rubusana;Cape Colony;;801417570.0;Start;
22600;Henry Hugh Clifford;Cape Colony;;801856640.0;C;
22601;James Tennant Molteno;Cape Colony;;801935094.0;C;
22602;Leander Starr Jameson;Cape Colony;;803177433.0;C;
22603;Henry Bartle Frere;Cape Colony;;803288472.0;B;
22604;Hercules Robinson, 1st Baron Rosmead;Cape Colony;;803303116.0;C;
22605;Henry Loch, 1st Baron Loch;Cape Colony;;803618569.0;C;
22606;Francis Dundas;Cape Colony;;803908887.0;Start;
22607;Lowry Cole;Cape Colony;;804277547.0;Start;
22608;Sir David Baird, 1st Baronet;Cape Colony;;804362436.0;C;
22609;James Rose Innes;Cape Colony;;804497413.0;GA;
22610;Nicolaas Frederic de Waal;Cape Colony;;805157563.0;Stub;
22611;John Charles Molteno, Jr.;Cape Colony;;805678535.0;C;
22612;Alfred Milner, 1st Viscount Milner;Cape Colony;;805962015.0;C;
22613;Gordon Sprigg;Cape Colony;;806340214.0;C;
22614;Cecil Rhodes;Cape Colony;;806647373.0;B;
22615;George Grey;Cape Colony;;807290539.0;FA;
22616;Peregrine Maitland;Cape Colony;;807330872.0;C;
22617;Thomas Francis Wade;Cape Colony;;807401513.0;C;
25080;List of members of the National Assembly (South Korea), 1950–54;South Korean;;663348266.0;Stub;
25081;Park In-won;South Korean;;703478926.0;Stub;
25082;Kim Seung-kew;South Korean;;716323288.0;Stub;
25083;Seo Young-kyo;South Korean;;717405394.0;Start;
25084;Lee Wu-jong;South Korean;;723064614.0;Stub;
25085;Yu In-chon;South Korean;;760062536.0;Start;
25086;Kim Wan-ju;South Korean;;770622878.0;Stub;
25087;Park Yong-jin;South Korean;;770623036.0;Start;
25088;Lee Jong-kul;South Korean;;770757174.0;Stub;
25089;Kim Hyun-jong;South Korean;;770760118.0;Stub;
25090;Shin Ki-ha;South Korean;;774367693.0;Stub;
25091;Lee Chunhee;South Korean;;775234175.0;Stub;
25092;Ahn Dae-hee;South Korean;;775458263.0;Stub;
25093;Ahn Gyu-baek;South Korean;;775458608.0;Start;
25094;Park Hong-keun;South Korean;;775458639.0;Start;
25095;Ahn Sang-yeong;South Korean;;777008205.0;Stub;
25096;Jang Deok-jin;South Korean;;777070214.0;Stub;
25097;Kim Jae-soon;South Korean;;778915319.0;Stub;
25098;Kim Jin-sun;South Korean;;778916810.0;Stub;
25099;Kim Il-ung;South Korean;;779544705.0;Stub;
25100;Koo Kyo-hyun;South Korean;;779544873.0;Stub;
25101;Ji Sang-wook;South Korean;;780227423.0;Start;
25102;Chung Hong-won;South Korean;;781133659.0;Start;
25103;Kim Byong-joon;South Korean;;781134255.0;Stub;
25104;Hong Ihk-pyo;South Korean;;782498395.0;Start;
25105;Jeon Soon-ok;South Korean;;782649404.0;Stub;
25106;Lee Hae-chan;South Korean;;785317852.0;Start;
25107;Yu Myung-hwan;South Korean;;790178486.0;Stub;
25108;Yoon Young-kwan;South Korean;;790178940.0;Start;
25109;Yoon Jeung-hyun;South Korean;;790179508.0;Stub;
25110;Suh Sang-chul;South Korean;;790180349.0;Start;
25111;Bak Maeng-woo;South Korean;;790471224.0;C;
25112;Lee Wan-koo;South Korean;;791389950.0;Start;
25113;Kim Chang-ryong;South Korean;;792037093.0;Start;
25114;Yun Duk-min;South Korean;;794638210.0;Stub;
25115;Cheong Yang-seog;South Korean;;795546187.0;Stub;
25116;Chin Young;South Korean;;795546191.0;Start;
25117;Kim Kwan-yong;South Korean;;795546228.0;Start;
25118;Lee Hahn-koo;South Korean;;795546245.0;Stub;
25119;Lee Jung-hyun (politician);South Korean;;795546256.0;Stub;
25120;Kim Chong-hoh;South Korean;;797806095.0;Stub;
25121;Chung Ho-yong;South Korean;;798295710.0;Stub;
25122;Lee Jae-myung;South Korean;;798611948.0;Stub;
25123;Lee Nak-hoon;South Korean;;799083872.0;C;
25124;Yoo Il-ho;South Korean;;799945764.0;Stub;
25125;Park Young-sun;South Korean;;800258105.0;Start;
25126;Kwon Young-ghil;South Korean;;800896932.0;Start;
25127;In Jae-keun;South Korean;;800896981.0;Stub;
25128;Kang Kum-sil;South Korean;;802728876.0;Stub;
25129;Park Yong-ok;South Korean;;802955917.0;Stub;
25130;Jeon Hye-sook;South Korean;;803383030.0;Stub;
25131;Kim Un-yong;South Korean;;803838269.0;Start;
25132;Sim Sang-jung;South Korean;;804816596.0;C;
25133;Kim So-yeon (activist);South Korean;;804817210.0;C;
25134;Yi Yun-yong;South Korean;;804962117.0;Stub;
25135;Byeon Yeong-tae;South Korean;;804962160.0;Stub;
25136;Lee Beom-seok (foreign minister);South Korean;;804962170.0;Stub;
25137;Yoo Chang-soon;South Korean;;804968129.0;Stub;
25138;Lee Hyun-jae;South Korean;;804968364.0;Stub;
25139;Hyun Soong-jong;South Korean;;804968483.0;Stub;
25140;Yun Byung-se;South Korean;;804971432.0;Stub;
25141;Kim Sung-hwan (politician);South Korean;;804971477.0;Stub;
25142;Kim Suk-soo;South Korean;;804971686.0;Stub;
25143;Kim Hwang-sik;South Korean;;804971888.0;C;
25144;Chang Sang;South Korean;;804972263.0;Stub;
25145;Chang Taek-sang;South Korean;;805053478.0;Start;
25146;List of members of the South Korean Constituent Assembly, 1948–50;South Korean;;805158721.0;Stub;
25147;Lim Su-kyung;South Korean;;805293256.0;C;
25148;Ki Dong-min;South Korean;;805956890.0;Start;
25149;Shin Sung-mo;South Korean;;805991409.0;Stub;
25150;Chun Jung-bae;South Korean;;806073279.0;Start;
25151;List of members of the National Assembly (South Korea), 2012–2016;South Korean;;806073996.0;Start;
25152;Han Duck-soo;South Korean;;806124709.0;Start;
25153;Roh Tae-woo;South Korean;;806145466.0;C;
25154;Han Myeong-sook;South Korean;;806182207.0;C;
25155;Choo Mi-ae;South Korean;;806184478.0;C;
25156;Na Kyung-won;South Korean;;806319565.0;Start;
25157;Min Byung-doo;South Korean;;806399005.0;Start;
25158;Choe Kwang-shik;South Korean;;806439224.0;Stub;
